mouse_movement_count,mouse_total_distance,mouse_avg_speed,mouse_std_speed,mouse_max_speed,mouse_avg_acceleration,mouse_std_acceleration,mouse_avg_curvature,mouse_duration_ms,key_event_count,key_unique_count,key_avg_interval,key_std_interval,click_event_count,click_avg_interval,click_std_interval,label
121,629.6911429838558,0.4037158843059246,0.34193627721806896,2.0615528128088303,-0.0010361347519548061,0.35552622485347773,2.7231593638637093,6045,4,1,0.3333333333333333,0.4714045207910317,2,3096.0,0.0,human
336,2439.034387781652,0.7905211283398882,1.3072873533779612,8.294911425419537,-0.0007552740201851407,0.712791457685613,2.7319169886990458,13074,10,3,734.8888888888889,1288.0141859505572,3,4837.0,434.0,human
261,820.7323717741003,0.20486101638939375,0.22122870733887023,1.6996731711975948,-0.004060172439950855,0.1903813399591601,2.647503006211353,21189,56,21,267.2909090909091,409.5389724035496,3,8566.0,1821.0,human
174,746.2941172316526,0.6224642270806225,1.3641337278967474,8.31038506929733,-0.04802549458893798,0.5594111999358691,2.553825620796719,29165,60,19,391.271186440678,648.4478424854356,4,8465.0,5179.129849694831,human
192,869.0842201520056,0.6419895995688686,0.875113500876312,5.666666666666667,-0.008738856848819001,0.4529155444304879,2.624975801211025,24712,46,18,395.22222222222223,756.2350571934595,3,10234.0,5087.0,human
223,639.5741937341929,0.39740335809294103,0.623643104506779,3.70060055186242,-0.007338771299376005,0.36155334586628035,2.651841187557482,20329,34,11,371.1515151515151,474.239175126831,3,7703.0,3546.0,human
394,2519.3136399161986,0.8960547294947002,0.9063367152966588,5.016299961736983,-0.00669251703467167,0.5733093769030918,2.7722193530702626,49096,76,21,271.84,380.8091049331673,3,11782.5,1588.5,human
169,687.467480995419,0.5401965797928948,1.10571615391448,6.946221994724902,-0.015954489749701994,0.44781210175667985,2.643895463261655,22363,50,16,323.38775510204084,561.5838686097701,3,8881.0,3911.0,human
149,766.9767799745863,0.6131753131071254,0.8776972186758757,5.296749527356901,0.0013173431877248466,0.6835457055401067,2.803875442136671,6083,4,1,0.3333333333333333,0.4714045207910317,2,4153.0,0.0,human
115,814.9682321879732,0.41402773491531397,0.45674061024180995,1.8915932438026946,-0.008981445933906184,0.3441115315837524,2.7025925489264226,24255,64,18,231.06349206349208,360.30762310884455,4,7415.333333333333,2871.896160301684,human
174,1048.979517917146,0.3672049755043186,0.4795431623066296,2.643788829911086,-0.006706809384134853,0.2981889310864434,2.6881485548098354,28912,66,18,301.33846153846156,678.916292040214,6,4599.4,3726.364050921488,human
201,2891.461786810236,0.8481649106019493,1.3144855083754297,6.165255925169479,-0.021968186736376745,0.754199603910335,2.732544015699666,29490,36,14,570.0857142857143,1566.4079448840644,6,4779.4,3359.384860357622,human
153,921.5853807297867,0.37951923534594945,0.6442916963596474,4.259639802847184,-0.016553106608156776,0.45208428546263335,2.7060494509195054,33208,108,26,218.17757009345794,526.1536290533957,5,6497.0,4736.924371361654,human
76,567.5125943260789,0.44880061411066113,0.7076035665038738,3.6570073040869535,-0.013355537363068314,0.44711100083824074,2.470076860227378,23689,58,22,323.10526315789474,724.1555925717904,4,6994.666666666667,4099.545205128112,human
92,1645.1996323616142,1.0552509625776854,1.6307380242507477,6.729297638834096,-0.014718588299021142,1.0795265864149253,2.749459915792075,15833,60,20,180.45762711864407,207.16957125839303,4,4413.0,3032.511940069926,human
58,394.8724661279631,0.6007751907187887,1.7046068518912008,12.854960132182441,-0.02166699371809679,2.229183511184248,2.671528869498647,6499,73,27,146.41666666666666,215.1741381351909,3,5371.5,1545.5,human
145,794.4988614773833,0.33925776006403235,0.3841401722608832,1.8244779316789204,-0.003378288038353366,0.2858816001385153,2.734138322082588,39764,94,22,235.1290322580645,468.878144653248,3,12846.0,866.0,human
96,644.3696929910275,0.38900551621841867,0.5717504953572026,3.075228650035636,-0.014184397163120564,0.5379200053776624,2.6667487637018774,14388,52,17,185.84313725490196,361.8611678611618,3,6025.5,1958.5,human
99,1005.6160042366042,0.6039313403978671,1.1684722271999173,6.66380146763092,-0.012886597938144348,0.7049933655249738,2.52392221579624,8527,49,17,337.875,1161.611965922786,3,8258.5,3760.5,human
73,512.6296059472579,0.45998617948023224,0.7674821106119815,4.013864859597432,-0.05653330788165399,0.5084320923379854,2.611139902595141,9581,61,22,179.5,312.0733086952487,3,5688.5,1305.5,human
77,446.0834302249547,0.33596896205964066,0.2832338753280726,1.2279301690242812,-0.009558471672803107,0.23459267672091644,2.7553332650690936,21008,84,20,202.56626506024097,359.16064106590176,3,9431.0,1003.0,human
45,328.16732743046765,0.4722759367919936,0.72865663910572,3.674766149022275,-0.04600644396580067,0.4233511722342551,2.686783515541653,4688,47,16,198.15217391304347,330.34296850863984,3,5194.0,1315.0,human
85,687.0888115373926,0.4879199102096981,0.5714866985750148,3.085373761799371,-0.037173177853004474,0.32531253377322283,2.6591796297915042,6179,45,19,232.70454545454547,405.89623503514105,3,5186.0,1731.0,human
56,900.0083219311655,0.9192768237618522,1.4683605562426216,6.882604319190001,-0.1274556355405556,0.6072165778599481,2.6402231899851842,9733,53,17,247.75,348.08342694731186,3,6796.0,281.0,human
58,775.0458497216042,0.8425098435753409,1.4078426012139649,6.862464980277592,-0.12254401750495701,1.0674409978464081,2.6853151225644103,7111,83,24,199.8170731707317,308.4767504402323,3,8432.0,4064.0,human
59,1363.6630678354493,1.3767875546883541,1.9691969363086588,7.969665672677623,-0.09969299801102154,1.6442746805816355,2.5788046610729314,7457,49,23,226.35416666666666,512.4584328502222,3,6050.0,1285.0,human
96,872.8061941569774,0.6059239499589275,1.0722504695278996,7.269112738154499,-0.07666609295909041,0.6406368934759161,2.6981303714516036,15772,46,17,254.7111111111111,558.028100535855,4,4513.333333333333,2733.3443902215386,human
79,857.3825016662171,0.6594581359245119,1.022279033419595,5.264295087489501,-0.06445132315293935,0.5535276643442618,2.810173981235108,6597,61,23,179.33333333333334,328.4667241729196,3,5441.0,2378.0,human
73,1293.6055929388954,1.1819404000897167,2.0195590146753877,12.575397608028146,-0.17711827616941056,1.3954041681543066,2.5952413074068734,8032,43,17,192.66666666666666,330.6486170188951,3,4289.0,1793.0,human
55,687.6579694456722,0.8373963371565453,1.6116001912494435,9.019977827023745,-0.17018826088724046,0.8594647106860313,2.7346329246928827,5108,53,20,165.71153846153845,287.0830311772899,3,4376.5,2107.5,human
93,1648.5607858619348,1.0901404439961915,1.8408348722366437,9.847052576504527,-0.03291629491008146,1.301230327896067,2.7452263749138757,8777,45,17,246.36363636363637,498.3536573243895,3,5623.5,2151.5,human
33,738.9101479895133,1.5653052729741606,3.1553775759631564,13.954445976103816,-0.2845814514289337,2.813401916544276,2.7400146510108083,4170,49,18,149.60416666666666,239.79876455611458,3,3619.0,1775.0,human
69,744.3136842525552,0.7062181801036305,1.5487369378385423,7.359347797189639,-0.05772702077049417,1.4131990659623432,2.666665928951783,5472,49,17,161.08333333333334,280.8580478739314,3,4121.5,1530.5,human
40,665.7233889124273,1.0806923139405682,1.557373661742407,5.895573378996145,-0.10213011226066071,1.4292914188241375,2.7542291292900316,6086,66,21,132.75384615384615,226.98817527786846,3,4333.5,546.5,human
54,762.9269034795451,0.9189658139736352,1.5145793002177366,6.572981183044194,-0.12640348428931145,0.8292169765008425,2.621420869274668,9103,63,21,193.25806451612902,324.4519913531555,3,6605.5,42.5,human
42,644.2560111921223,1.5886158038354457,5.17080890520771,33.0,-0.1432014553163959,6.861015623486277,2.5294725763806163,8614,71,23,164.1,219.71671046404927,3,5834.5,481.5,human
83,1733.2171452260295,1.2670196471439075,2.3123404382446844,13.274871834493252,-0.16388730659868214,1.7988892494942927,2.663260178756671,15698,45,20,253.88636363636363,411.9369554538595,3,6490.5,717.5,human
170,1874.2670095505184,0.6628864799215003,1.409092661848108,7.938484190952326,-0.04264491365787143,0.7512535631577143,2.692802626155507,20061,139,29,254.31884057971016,515.7329522638918,5,8878.25,7502.310723203885,human
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.8545454545454545,11.055920967054353,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.109090909090909,11.322821247009754,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.3454545454545452,12.231432209038218,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.090909090909091,12.79243061312961,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.709090909090909,9.992129133878286,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.9636363636363636,11.85513105078999,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.2,10.537206806014927,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.036363636363636,11.848994796435283,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.709090909090909,9.726576015830833,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.618181818181818,14.641772010358094,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.6545454545454545,9.994940869020017,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.8181818181818181,10.926349983729342,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.581818181818182,12.657288104043468,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.7636363636363637,10.254867822141188,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.090909090909091,11.065544767056682,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.7272727272727273,10.127289048460813,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.690909090909091,9.856926917881802,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.6181818181818182,9.726236138480683,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,3.2,17.7553065051243,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.1454545454545455,11.977885959805919,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.6,9.459194661088421,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.7636363636363637,10.121019776796905,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.1818181818181817,11.174794542086724,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.5272727272727273,9.196549838152341,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.709090909090909,10.256124958947884,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.8727272727272728,10.919631271587791,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.9454545454545455,10.252127374475956,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.1818181818181817,10.005618256470456,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.0545454545454547,9.718619770725363,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.8545454545454545,10.121836308098144,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,3.4727272727272727,20.3825723646047,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.6363636363636362,15.317682754211805,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.2,13.726417793967423,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.018181818181818,11.724862331567687,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.7636363636363637,9.85340483167415,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,3.8363636363636364,20.643082606629566,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.6363636363636365,9.472186339467083,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.5636363636363637,9.327892944114419,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.6727272727272726,9.992823871439935,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.509090909090909,8.790227481331396,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.6727272727272726,10.395898746323073,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.309090909090909,11.987679625762334,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.2363636363636363,11.305611858901411,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.090909090909091,11.181596450129724,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,2.0727272727272728,11.441319926166411,0,0.0,0.0,bot
3,994.5613387586416,5.801910096642502,2.698089903357497,8.5,-5.396179806714995,0.0,1.830169882459506,310,56,17,2.2,10.667537843212163,0,0.0,0.0,bot
5,1032.7389060571484,4.882324897888205,3.209066262944994,8.833333333333334,-0.8235668028157271,5.580940835613943,0.475233879619638,250,56,17,1.709090909090909,10.125885330133277,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.4727272727272727,8.259109671265026,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.6363636363636365,9.454895098429917,0,0.0,0.0,bot
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,17,1.6727272727272726,9.857262289028872,0,0.0,0.0,bot
